 0.96641329E+04 0.96641329E+04
 0.59425790E+04 0.59425790E+04
 0.46609965E+05 0.46609965E+05
 0.23096647E+05 0.23096647E+05
 0.16365703E+05 0.16365703E+05
 0.48855348E+04 0.48855348E+04
 0.32330490E+05 0.32330490E+05
 0.56429450E+05 0.56429450E+05
 0.19626329E+04 0.19626329E+04
 0.46866172E+04 0.46866172E+04
 0.22787043E+05 0.22787043E+05
 0.48055797E+04 0.48055797E+04
 0.16528534E+06 0.16528534E+06
 0.16545578E+05 0.16545578E+05
 0.13698946E+05 0.13698946E+05
 0.87891598E+03 0.87891598E+03
 0.10058995E+06 0.10058995E+06
 0.11425234E+07 0.11425234E+07
 0.50159734E+05 0.50159734E+05
 0.52139623E+05 0.52139623E+05
 0.27810151E+05 0.27810151E+05
 0.26770270E+06 0.26770270E+06
 0.30649119E+06 0.30649119E+06
 0.63186720E+04 0.63186720E+04
 0.14495353E+07 0.14495353E+07
 0.29966135E+05 0.29966135E+05
 0.13826272E+06 0.13826272E+06
 0.16796360E+06 0.16796360E+06
 0.55020640E+04 0.55020640E+04
 0.45814831E+05 0.45814831E+05
 0.55052644E+07 0.55052644E+07
 0.14160837E+04 0.14160837E+04
 0.11801634E+06 0.11801634E+06
 0.33261986E+05 0.33261986E+05
 0.41444380E+05 0.41444380E+05
 0.35310557E+05 0.35310557E+05
 0.19169725E+05 0.19169725E+05
 0.28943356E+06 0.28943356E+06
 0.12556116E+05 0.12556116E+05
 0.10375068E+06 0.10375068E+06
 0.92059988E+05 0.92059988E+05
 0.51946562E+05 0.51946562E+05
 0.63010959E+05 0.63010959E+05
 0.14940681E+06 0.14940681E+06
 0.34432301E+06 0.34432301E+06
 0.29643743E+05 0.29643743E+05
 0.14985006E+06 0.14985006E+06
 0.48793218E+05 0.48793218E+05
 0.13842216E+06 0.13842216E+06
 0.17212909E+07 0.17212909E+07
 0.11145649E+07 0.11145649E+07
 0.44799822E+07 0.44799822E+07
 0.44998712E+05 0.44998712E+05
 0.62097259E+07 0.62097259E+07
 0.25199982E+04 0.25199982E+04
 0.10732272E+06 0.10732272E+06
 0.68604503E+05 0.68604503E+05
 0.71048696E+05 0.71048696E+05
 0.37529375E+06 0.37529375E+06
 0.41976270E+06 0.41976270E+06
 0.11990639E+07 0.11990639E+07
 0.29647906E+07 0.29647906E+07
 0.12783180E+06 0.12783180E+06
 0.63096842E+06 0.63096842E+06
 0.35963484E+05 0.35963484E+05
 0.53932364E+06 0.53932364E+06
 0.21575644E+05 0.21575644E+05
 0.25196862E+04 0.25196862E+04
 0.17553692E+06 0.17553692E+06
 0.47534375E+03 0.47534375E+03
 0.38045940E+06 0.38045940E+06
 0.69098199E+04 0.69098199E+04
 0.69894919E+06 0.69894919E+06
 0.35530674E+05 0.35530674E+05
 0.61843339E+04 0.61843339E+04
 0.42493729E+05 0.42493729E+05
 0.11161349E+05 0.11161349E+05
 0.15066958E+07 0.15066958E+07
 0.34405566E+06 0.34405566E+06
 0.21153847E+05 0.21153847E+05
 0.13178108E+06 0.13178108E+06
 0.55204104E+05 0.55204104E+05
 0.50004525E+06 0.50004525E+06
 0.19474105E+06 0.19474105E+06
 0.14797070E+07 0.14797070E+07
 0.55880753E+06 0.55880753E+06
 0.34228814E+04 0.34228814E+04
 0.78099197E+06 0.78099197E+06
 0.39109292E+06 0.39109292E+06
 0.44602577E+05 0.44602577E+05
 0.18767726E+07 0.18767726E+07
 0.12211394E+04 0.12211394E+04
 0.52689276E+06 0.52689276E+06
 0.18265440E+06 0.18265440E+06
 0.14023961E+06 0.14023961E+06
 0.53219052E+04 0.53219052E+04
 0.43902834E+05 0.43902834E+05
 0.15409577E+05 0.15409577E+05
 0.28381254E+07 0.28381254E+07
 0.11384723E+07 0.11384723E+07
 0.18074245E+05 0.18074245E+05
 0.51520231E+06 0.51520231E+06
 0.68503492E+06 0.68503492E+06
 0.71047132E+06 0.71047132E+06
 0.24043825E+05 0.24043825E+05
 0.83039170E+04 0.83039170E+04
 0.12041969E+06 0.12041969E+06
 0.10229387E+06 0.10229387E+06
 0.21427946E+04 0.21427946E+04
 0.88360958E+05 0.88360958E+05
 0.54580653E+06 0.54580653E+06
 0.27043413E+06 0.27043413E+06
 0.45510875E+04 0.45510875E+04
 0.48719281E+05 0.48719281E+05
 0.34559156E+05 0.34559156E+05
 0.15220461E+07 0.15220461E+07
 0.41412102E+06 0.41412102E+06
 0.16536431E+05 0.16536431E+05
 0.47530575E+06 0.47530575E+06
 0.62432975E+04 0.62432975E+04
 0.33154271E+06 0.33154271E+06
 0.14047958E+06 0.14047958E+06
 0.29815307E+06 0.29815307E+06
 0.44980832E+06 0.44980832E+06
 0.22681028E+07 0.22681028E+07
 0.66372446E+05 0.66372446E+05
 0.15287643E+04 0.15287643E+04
 0.25602310E+04 0.25602310E+04
 0.38220578E+03 0.38220578E+03
 0.27098699E+04 0.27098699E+04
 0.33693066E+06 0.33693066E+06
 0.95070011E+04 0.95070011E+04
 0.74440722E+05 0.74440722E+05
 0.46892854E+06 0.46892854E+06
 0.31900502E+03 0.31900502E+03
 0.18362205E+04 0.18362205E+04
 0.12493307E+06 0.12493307E+06
 0.10069722E+05 0.10069722E+05
 0.62010487E+05 0.62010487E+05
 0.22463516E+06 0.22463516E+06
 0.31934786E+04 0.31934786E+04
 0.67510652E+05 0.67510652E+05
 0.11091076E+06 0.11091076E+06
 0.95249662E+04 0.95249662E+04
 0.92622511E+06 0.92622511E+06
 0.15499878E+05 0.15499878E+05
 0.19682706E+05 0.19682706E+05
 0.94623780E+05 0.94623780E+05
 0.12794842E+06 0.12794842E+06
 0.58493508E+06 0.58493508E+06
 0.79584787E+06 0.79584787E+06
 0.95287303E+05 0.95287303E+05
 0.31263183E+04 0.31263183E+04
 0.99533937E+06 0.99533937E+06
 0.33657361E+05 0.33657361E+05
 0.14255458E+05 0.14255458E+05
 0.31396889E+05 0.31396889E+05
 0.22302925E+06 0.22302925E+06
 0.10701965E+04 0.10701965E+04
 0.12935866E+06 0.12935866E+06
 0.94409798E+04 0.94409798E+04
 0.29716667E+04 0.29716667E+04
 0.10948291E+06 0.10948291E+06
 0.11301573E+06 0.11301573E+06
 0.92983054E+05 0.92983054E+05
 0.26117667E+06 0.26117667E+06
 0.53258731E+03 0.53258731E+03
 0.21851299E+06 0.21851299E+06
 0.10788930E+05 0.10788930E+05
 0.17139513E+06 0.17139513E+06
 0.26572443E+06 0.26572443E+06
 0.15944755E+05 0.15944755E+05
 0.32813462E+05 0.32813462E+05
